-------------------------------------------------------------------------------------------------

ICSE 2017 research paper data 

-------------------------------------------------------------------------------------------------

-------------------------------------------------------------------------------------------------
Plugins by scenario
-------------------------------------------------------------------------------------------------

ID   Plugin_Version                                               OOP_or_POP Scenario
---- ------------------------------------------------------------ ---------- --------------------
1    adrotate.3.9.4                                               OOP        Heightened-critical
36   faqs-manager.1.0                                             OOP        Heightened-critical
37   fbpromotions.1.3.3                                           OOP        Best-effort
38   feedweb.3.0.6                                                POP        Best-effort
39   feedwordpress.2015.0426                                      OOP        Min-effort
40   flash-album-gallery.2.55                                     OOP        Best-effort
41   forum-server.1.7.1                                           OOP        Best-effort
42   freshmail-newsletter.1.5.8                                   OOP        Heightened-critical
43   fs-real-estate-plugin.2.06.01                                OOP        Best-effort
44   funcaptcha.1.2.1                                             OOP        Best-effort
45   gallery-bank.3.0.101                                         POP        Best-effort
46   gallery-images.1.0.1                                         OOP        Best-effort
47   gallery-objects.0.4                                          POP        Min-effort
48   gb-gallery-slideshowtags1.5                                  OOP        Best-effort
49   gigpress.2.3.8                                               OOP        Heightened-critical
50   global-content-blocks.1.2                                    OOP        Business-critical
51   global-flash-galleries.0.15.3                                OOP        Best-effort
52   google-document-embedder.2.5.16                              POP        Heightened-critical
53   ip-blacklist-cloud.3.4                                       POP        Best-effort
54   ip-logger.3.0                                                OOP        Business-critical
55   jaspreetchahals-coupons-lite.2.8                             OOP        Best-effort
56   js-appointment.1.5                                           OOP        Best-effort
57   knr-author-list-widget.2.0.0                                 OOP        Best-effort
58   landing-pages.1.8.7                                          OOP        Heightened-critical
59   leaguemanager.3.8                                            OOP        Best-effort
60   levelfourstorefront.8.1.14                                   OOP        Heightened-critical
61   login-with-ajax.3.1.4                                        OOP        Heightened-critical
62   mail-subscribe-list.2.1.1                                    POP        Heightened-critical
63   media-library-categories.1.0.6                               OOP        Best-effort
64   mingle-forum.1.0.33.3                                        OOP        Best-effort
65   montezuma.1.1.7                                              OOP        Heightened-critical
66   mtouch-quiz.3.06                                             POP        Best-effort
67   my-category-order.2.8                                        POP        Best-effort
68   mystat.2.6                                                   OOP        Best-effort
69   mz-jajak.2.1                                                 POP        Min-effort
70   newsletter.3.6.4                                             OOP        Heightened-critical
71   newstatpress.1.0.4                                           POP        Best-effort
72   nextgen-smooth-gallery.1.2                                   OOP        Heightened-critical
73   occasions.1.0.4                                              OOP        Heightened-critical
74   odihost-newsletter-plugin                                    OOP        Heightened-critical
75   oqey-gallery.0.4.8                                           OOP        Heightened-critical
76   oqey-headers.0.3                                             POP        Business-critical
77   paid-downloads.2.01                                          OOP        Best-effort
78   paypal-digital-goods-monetization-powered-by-cleeng.2.2.16   OOP        Best-effort
79   photo-gallery.1.2.8                                          OOP        Best-effort
80   photoracer                                                   OOP        Heightened-critical
81   pie-register.2.0.18                                          OOP        Min-effort
82   pods.2.4.4                                                   OOP        Min-effort
83   post-highlights.2.2                                          OOP        Business-critical
84   profiles.2.0.RC1                                             POP        Business-critical
85   proplayer.4.7.9.1                                            OOP        Heightened-critical
86   pure-html.1.0.0                                              POP        Best-effort
87   qtranslate.2.5.39                                            OOP        Best-effort
88   quartz.1.01.1                                                POP        Heightened-critical
89   related-sites.2.1                                            OOP        Min-effort
90   relevanssi.3.2                                               POP        Min-effort
91   scormcloud.1.0.6.6                                           OOP        Heightened-critical
92   sendit.2.1.0                                                 OOP        Heightened-critical
93   sermon-browser.0.43                                          OOP        Min-effort
94   sh-slideshow.3.1.4                                           OOP        Best-effort
95   simple-forum.4.3.0                                           OOP        Best-effort
96   simple-login-log.0.9.3                                       OOP        Best-effort
97   simple-support-ticket-system.1.2                             POP        Heightened-critical
98   simply-poll.1.4.1                                            OOP        Heightened-critical
99   slider-image.2.6.8                                           OOP        Best-effort
100  social-media-widget.4.0.2                                    OOP        Min-effort
101  sp-client-document-manager.2.4.1                             OOP        Min-effort
102  spider-facebook.1.0.8                                        OOP        Min-effort
103  store-locator.3.33.1                                         OOP        Business-critical
104  stripshow.2.5.2                                              OOP        Heightened-critical
105  syntaxhighlighter.3.1.10                                     OOP        Min-effort
106  taggator.1.54                                                POP        Heightened-critical
107  timeline.0.1                                                 OOP        Best-effort
108  trafficanalyzer.3.4.2                                        OOP        Heightened-critical
109  tune-library.1.5.2                                           OOP        Heightened-critical
110  tweet-old-post.3.2.5                                         OOP        Best-effort
111  upm-polls.1.0.4                                              OOP        Heightened-critical
112  usc-e-shop.1.3.12                                            OOP        Best-effort
113  videojs-html5-video-player-for-wordpress.4.5.0               POP        Heightened-critical
114  videowhisper-video-presentation.1.1                          OOP        Business-critical
115  visual-form-builder.2.8.2                                    OOP        Best-effort
116  woocommerce.2.3.0                                            OOP        Best-effort
117  wordpress-seo.1.7.3.3                                        OOP        Best-effort
118  wp125.1.5.3                                                  OOP        Heightened-critical
119  wp-audio-gallery-playlist.0.12                               POP        Business-critical
120  wp-championship.5.8                                          OOP        Best-effort
121  wp-ds-faq.1.3.2                                              OOP        Min-effort
122  wpforum.1.7.8                                                OOP        Best-effort
123  wp-imagezoom.1.0.0                                           POP        Heightened-critical
124  wp-menu-creator.1.1.7                                        OOP        Best-effort
125  wp-photo-album-plus.5.4.18                                   OOP        Min-effort
126  wp-powerplaygallery.3.3                                      OOP        Heightened-critical
127  wp-predict.1.0                                               OOP        Best-effort
128  wp-realty.1.0.1                                              POP        Business-critical
129  wp-spamfree.3.2.1                                            OOP        Heightened-critical
130  wp-statistics.9.4                                            OOP        Heightened-critical
131  wp-survey-and-poll.1.1                                       OOP        Best-effort
132  wp-symposium.14.10                                           OOP        Best-effort
133  xili-language.2.15.2                                         OOP        Min-effort
134  yawpp.1.2                                                    POP        Heightened-critical


-------------------------------------------------------------------------------------------------
SQLi vulnerabilities
-------------------------------------------------------------------------------------------------

TP_or_FP Plugin_Version                                               Filename                                                                                                                       line                   wpvulndb    phpSAFE     RIPS        WAP         Pixy
-------- ------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------ ---------------------- ----------- ----------- ----------- ----------- -----------
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  12                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  22                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  32                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  40                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  41                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  54                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/people-functions.php                                                                                  60                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/plugin-functions.php                                                                                  50                     0           0           0           0           0
FP       profiles.2.0.RC1                                             profiles.2.0.RC1/library/plugin-functions.php                                                                                  74                     0           0           0           0           0
FP       store-locator.3.33.1                                         store-locator.3.33.1/sl-functions.php                                                                                          683                    0           1           0           0           0
FP       store-locator.3.33.1                                         store-locator.3.33.1/sl-functions.php                                                                                          889                    0           1           0           0           0
FP       contus-hd-flv-player.1.3                                     contus-hd-flv-player.1.3/manage.php                                                                                            551                    0           0           1           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step1.php                                                                               276                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step1.php                                                                               346                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               25                     0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               154                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               160                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               161                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               163                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               164                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               167                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               168                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               191                    0           1           0           0           0
FP       duplicator.0.5.14                                            duplicator.0.5.14/installer/build/ajax.step2.php                                                                               238                    0           1           0           0           0
FP       landing-pages.1.8.7                                          landing-pages.1.8.7/modules/module.ab-testing.php                                                                              100                    0           1           0           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortcategories.php                                                                               62                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortcategories.php                                                                               86                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortcategories.php                                                                               94                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortcategories.php                                                                               118                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            92                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            130                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            166                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            188                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            346                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            354                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            400                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortmanufacturers.php                                                                            402                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              88                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              126                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              162                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              184                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              342                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              350                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              396                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/getsortpricepoints.php                                                                              398                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/giftcard.php                                                                 169                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/giftcard.php                                                                 177                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/giftcard.php                                                                 191                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/giftcard.php                                                                 201                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/orderdetails.php                                                             23                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/orderdetails.php                                                             27                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/orderdetails.php                                                             31                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/orderdetails.php                                                             36                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/printorder.php                                                               137                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/printorder.php                                                               145                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/printorder.php                                                               153                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4account/accountpages/printorder.php                                                               163                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/loginuser.php                                                                      59                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/newslettersignup.php                                                               41                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/register.php                                                                       49                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/register.php                                                                       91                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/register.php                                                                       103                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/retrievepassword.php                                                               45                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/update_billinginfo.php                                                             79                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/update_password.php                                                                69                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/update_password.php                                                                73                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/update_personal_info.php                                                           67                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/update_shippinginfo.php                                                            79                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4accountscripts/updateaccount.php                                                                  61                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cart/cart/checkemail.php                                                                          45                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         47                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         58                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         67                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         94                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         110                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         130                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         152                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         174                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         196                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         218                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         302                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         383                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         409                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         493                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         594                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/addtocart.php                                                                         692                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/createnewaccount.php                                                                  67                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/createnewaccount.php                                                                  73                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/getcoupon.php                                                                         11                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/removecartitem.php                                                                    41                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       168                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       578                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       600                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       616                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       674                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       682                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/submitorder.php                                                                       776                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/updatecartitem.php                                                                    39                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/updatecartitem.php                                                                    77                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/updatecartitem.php                                                                    91                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4cartscripts/updatecartitem.php                                                                    112                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/getresults.php                                                                              93                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/product_details/options_pricing.php                                                         1181                   0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/product_details/submit_review.php                                                           10                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/productdetails.php                                                                          51                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/productdetails.php                                                                          93                     0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          128                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          166                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          202                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          224                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          382                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          390                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          436                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/l4store/products_query.php                                                                          438                    0           0           1           0           1
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/levelfourstorefront.php                                                                             454                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/levelfourstorefront.php                                                                             780                    0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/levelfourstorefront.php                                                                             1082                   0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/scripts/administration/imageuploaderscript.php                                                      94                     0           0           1           0           0
FP       levelfourstorefront.8.1.14                                   levelfourstorefront.8.1.14/scripts/administration/imageuploaderscript.php                                                      104                    0           0           1           0           0
